id;owner;buyer
01H7HTTC5AHZZAX5WFFRF3ZE5G;79;72
01H7HTTC5BHMVX8J213P7302DM;79;45
01H7HTTC5BE9ABJGEH7JAZR9JY;14;64
01H7HTTC5CN1P123TNG2BXXA23;48;7
01H7HTTC5C28HGRA61R1FVPCC1;20;84
01H7HTTC5D7S6SDQCXNTR3CXTT;75;32
01H7HTTC5DAHMZSEDEAFRWBP43;1;2
01H7HTTC5EDPJAJFKV3FB8V52P;59;84
01H7HTTC5F0SJRHQSJVMFFXB0M;1;87
01H7HTTC5FRQG67KAFVABMRW68;88;33
01H7HTTC5GNP1S373VQ71ZVVHP;7;32
01H7HTTC5GZDX0PAANACR40Y80;45;85
01H7HTTC5H5CX6E29DGEYD77ER;27;35
01H7HTTC5HRG3PMNDTFJBDVNPT;20;6
01H7HTTC5JF4KTYGZAATP9N9BF;33;68
01H7HTTC5KA2DSJ7P4MW51YFGX;10;40
01H7HTTC5KK3QNRE21TK63SKFP;60;73
01H7HTTC5K87JNMF99TQMBEJAG;29;98
01H7HTTC5M41P5MPBE5PXM2N0X;30;56
01H7HTTC5MV56PESXZ61R06315;10;25
01H7HTTC5NM7Z4GQAM88816RE2;60;56
01H7HTTC5NJHCFVMF5HW0B56QR;98;95
01H7HTTC5PHKBND0WJDP2VQDR2;52;22
01H7HTTC5PMP894H5GTE8836R3;28;67
01H7HTTC5QC47687PDQ18WNDTK;19;68
01H7HTTC5R1ZESGF35Y8W8R98Q;16;10
01H7HTTC5R3EV7EJADEXCZ32KM;27;17
01H7HTTC5SWFSXTEFKY71SWD5S;45;34
01H7HTTC5SAJ018XHGYYEBC5S1;80;63
01H7HTTC5T4TZF2V7CM74QGZ35;7;98
01H7HTTC5TZ7B5S0R76VXBW3AN;9;16
01H7HTTC5V5EFRJAEDZQ3W4Q9Q;92;26
01H7HTTC5WBJV9WMS1CK7WVSJK;47;28
01H7HTTC5WXT7YYFBCG394MA81;47;46
01H7HTTC5XTV2A5YF5MDP1CET9;37;70
01H7HTTC5XKG9P4QDWJPN2GV6N;13;82
01H7HTTC5Y0P5DWAZDTNZV4X78;20;30
01H7HTTC5YGX3YTPAR7ZBF710V;21;25
01H7HTTC5Z9AEG0WVT7J2CJYGT;43;95
01H7HTTC5ZCB4KX8T2D2T9ZDEM;38;92
01H7HTTC60R2QMR6MK78CG5JB1;23;77
01H7HTTC61KYAV6CG3Y74C18ZB;33;99
01H7HTTC61HB2HKYJTTAX92P59;64;97
01H7HTTC62BACFTE288S5B8WKP;74;56
01H7HTTC6259S5BZYZZDZK83PC;1;8
01H7HTTC631M1MCN4G8SR8D5T7;78;28
01H7HTTC63B3PAK6X0HMR2WF1G;69;60
01H7HTTC64MR8254C88JW79G5K;44;31
01H7HTTC64267KPJAFMZAX7PG3;57;53
01H7HTTC65HG406CP3JZZSZ0T7;50;99
01H7HTTC65SQ52A5GR3K8C7VCV;16;68
01H7HTTC668787YCZ890MSMPEY;63;80
01H7HTTC673JYRP1ABCXFXMTWA;26;16
01H7HTTC67NK2ZF9QC4KS5NFBY;48;43
01H7HTTC683JQA215JA72CDFYM;69;79
01H7HTTC68KX0N162Z7X3XGF0F;78;64
01H7HTTC69FB1RQGRT4A1X5QVR;65;100
01H7HTTC69QCPZ4FWQBDK8EQD5;13;56
01H7HTTC6AWQFKFX0Y5747HWXC;69;32
01H7HTTC6BHP8ZS5A23ERJFNVV;15;79
01H7HTTC6BESXJ43JTCG0QCZ2R;34;77
01H7HTTC6CPWP85TGR9931BSQ8;21;55
01H7HTTC6CPBAX87P6K2NG47N1;50;95
01H7HTTC6DMF29FWKG0XRMQHAP;31;17
01H7HTTC6DCXQ36T6171QZ871M;42;32
01H7HTTC6E0CT65DZMGET2YWMC;9;42
01H7HTTC6EGBQ1HJQ49TBTYZ1M;44;7
01H7HTTC6FXD0QA6KKF4FTJQGT;96;78
01H7HTTC6G3ZFDS7SFXJZF3BPS;2;65
01H7HTTC6GAZJD831P7BAT6PPS;57;81
01H7HTTC6H9ET0YDECX33B2WS1;63;49
01H7HTTC6HSC7ZKB7KTQ71CYKH;32;79
01H7HTTC6JFCHHXGPQXFJ07CGV;91;57
01H7HTTC6J2GQDV3GZ1234MTCG;82;44
01H7HTTC6KYY66F86R79GMVRYE;32;74
01H7HTTC6KA3DH31R1EXFWCE1D;3;65
01H7HTTC6M2TW3NQJ8W15M484H;69;8
01H7HTTC6NKNHTR7HG59ZZT8BJ;11;20
01H7HTTC6N4M11YDXHZ2HDP4FF;72;4
01H7HTTC6PZ6PJM0ZT4YBN49RX;32;78
01H7HTTC6PG76ZNN4QFCHNGX8A;40;78
01H7HTTC6QP4MV6JE0S95N5783;42;29
01H7HTTC6QZSKT2ECW1E5GXWCZ;96;25
01H7HTTC6R2YK97AECRG0MTCAX;22;66
01H7HTTC6RGQNDM6K51616F4NE;84;31
01H7HTTC6S7PGG38M7Y01S6ZXD;47;61
01H7HTTC6TX728P84100R2H7B1;48;81
01H7HTTC6TQ48Z40DA2H964CEY;52;26
01H7HTTC6V6ZR7PC014RKME3HB;10;22
01H7HTTC6VH74HW2N2JQZBADXJ;20;88
01H7HTTC6WBNG13D4GPGRZWHBK;41;89
01H7HTTC6WRMD1KKWSHM51GYJ4;10;100
01H7HTTC6XDNH2TMEMM72KT2YD;16;27
01H7HTTC6YKKB6ZHC0SR07JQJQ;67;9
01H7HTTC6Z6TDZADY7DCK1TP59;75;13
01H7HTTC70VWBQM9DEZ3C8HNYH;65;85
01H7HTTC70CCD1NZ233FY38T9N;67;95
01H7HTTC71625TCG0VCZ4HZM7X;45;79
01H7HTTC71Y6WZ8HMZVCA5X7HW;97;12
01H7HTTC725FK426RT6NMKF8V0;87;12
01H7HTTC72SVW5DSPQWY90HN2C;38;31
01H7HTTC72WNXN515GM7R0DDQE;39;2
01H7HTTC73W208C27M0AEXG5GM;67;11
01H7HTTC731W7QNKJDF5R6AH5X;80;4
01H7HTTC73X9QRSMA7WMN79D0R;82;59
01H7HTTC74NNVEF7CKG6G2J8YB;2;7
01H7HTTC74GDTHRQBRPAZPNQSR;81;76
01H7HTTC75H66141513N0QPWQP;100;98
01H7HTTC757KCJ5E28NC165YNN;95;58
01H7HTTC752608VVYWXQE37W5A;61;74
01H7HTTC76YGKYYXDEAKJZHCE3;33;72
01H7HTTC76NXPJVZ22N5EMT2WW;18;10
01H7HTTC77GKZKAKYS01PAQV9C;66;32
01H7HTTC77KVWBQ00ZESQJX010;12;92
01H7HTTC77EYM3ZGYD7CP0QHCQ;44;50
01H7HTTC77CZG0BJJAR636R1Q9;31;99
01H7HTTC78V3FZE8XGSX0A8C8M;73;45
01H7HTTC78XATD9SYXGXTB52ZC;28;8
01H7HTTC79MZCVBNPZ57652RGR;84;77
01H7HTTC798QVKFNK6F5YFKE3T;72;11
01H7HTTC7AT8ENAEYA692R3F6H;22;61
01H7HTTC7AMY1ANQGZ43PNQJ7Z;91;71
01H7HTTC7AGAMV7C9NGF1RZJSY;95;78
01H7HTTC7BVRC4HE28KA861VRE;27;5
01H7HTTC7BVRQS43TMXW369151;77;76
01H7HTTC7BTY0Q6FBP7MFCYE18;26;47
01H7HTTC7CDHSZX8F9AFTCNE97;34;43
01H7HTTC7CF1EZJ09R9XVPY7EP;68;65
01H7HTTC7CJ5QZWS9BW86AX42D;48;79
01H7HTTC7C7FH55Y022XC9J35S;55;89
01H7HTTC7DSAZMVTNJPKFQ4CMG;33;47
01H7HTTC7D0HHP0FNGF222534W;24;60
01H7HTTC7DEKRTJ9F7PTMGP938;76;20
01H7HTTC7D0PFCFCP08FDY4M9S;64;94
01H7HTTC7EK0E989KXH36D511X;64;93
01H7HTTC7EZJ73VM40CXWC74RQ;15;75
01H7HTTC7ESCPWDXXVXQ0NPB9Y;58;61
01H7HTTC7FCAZS8XRTQV7PNWZ5;24;15
01H7HTTC7FBGX10FCNZ32609HX;69;99
01H7HTTC7F4PN8CC25CGDNXFB2;9;84
01H7HTTC7F9090K35WV320PKJ6;92;14
01H7HTTC7GE8XA75BKMKNGM2ZW;70;71
01H7HTTC7GS8MN9XPZN4182GMX;25;17
01H7HTTC7GAFF09QQMCKDET9DZ;76;43
01H7HTTC7GEGE6JNCE06FS0HB8;72;91
01H7HTTC7HTFG5H30FSKQK67BV;32;88
01H7HTTC7H1TXR3Z3342BSFQDW;75;88
01H7HTTC7HKQ22H04VS5SDZQS4;63;35
01H7HTTC7H5ANBPD37MG232G4X;29;14
01H7HTTC7JW30K64WYNJ0QX0AA;45;24
01H7HTTC7JS5BHMR9K72AYBQTX;93;68
01H7HTTC7JV9M97VRTJ0054PHK;36;22
01H7HTTC7KWADWZ32ADD09BCJ7;39;85
01H7HTTC7KGT0BMMM4A9JM1JE6;5;68
01H7HTTC7KC1A7ACZPJDHT8Z93;49;58
01H7HTTC7ME6B4Z6D50B2KBT9S;72;83
01H7HTTC7MK9Y4BKMBR67V56H8;92;43
01H7HTTC7MJV5E2X7G4ZWEPNES;35;84
01H7HTTC7MVRXC0H7R3MC808RJ;20;29
01H7HTTC7NZ9D9JV6Z0NZCXFPQ;17;49
01H7HTTC7N4ZMSJRFQKMBPEJ2W;83;47
01H7HTTC7PQYHJAD8K29M3XB2J;31;75
01H7HTTC7P6C1CAN5TC45KZ2FK;50;93
01H7HTTC7PX55B8EP5Q52HCYDZ;93;62
01H7HTTC7QWW43V7B8SAFN6N45;47;1
01H7HTTC7QGKK936V7XEH0C8KR;84;14
01H7HTTC7Q3A7R3X25H1QTJGXJ;57;60
01H7HTTC7RN4P0G78FN9ERDVAR;93;8
01H7HTTC7RGR8HVBZWW5YMTNBH;57;54
01H7HTTC7R94WQZXJPC191FX00;18;24
01H7HTTC7S9CDMZFTZZXZRJKTB;23;17
01H7HTTC7SKG71GQE7DY4G30AV;29;40
01H7HTTC7TXMSBYFKB88A81MVW;81;99
01H7HTTC7TJ20YKRQ4F341EWH9;5;6
01H7HTTC7TN5WXT4K2N006FSAD;86;21
01H7HTTC7VZWZC5EWSYSSAWDQS;18;69
01H7HTTC7V9DZG8AHDH36NXTC1;10;97
01H7HTTC7VCXNH5V4KQ4TPPC5E;26;3
01H7HTTC7VVR5R1ZM22PPP7VRR;94;95
01H7HTTC7WDE5NPMVE88JS3KZW;74;8
01H7HTTC7WKWKT65Q3DHS3AXMF;46;96
01H7HTTC7WVNFNDJ0JVN45R93Q;12;77
01H7HTTC7XH8DZHX9ZR1QGDF6R;59;15
01H7HTTC7XES2YG7WP1XAM44ND;15;74
01H7HTTC7YGT98BVW9FGH361W0;26;36
01H7HTTC7YCSHA32R2XG4GSZ8P;5;14
01H7HTTC7Z7Z9V1FBPANTP29PX;66;50
01H7HTTC7ZY41TEME9KCV4JB5V;75;12
01H7HTTC7ZPBWW98KBNSH65EYD;88;32
01H7HTTC806HQYV7AXF26A64RJ;52;50
01H7HTTC809Y941K451674J75Q;29;75
01H7HTTC802W3Y1P5MRGAEBMW0;54;69
01H7HTTC8041BY8H1VZHBN09NY;87;65
01H7HTTC81X080246J1Z8DCZNN;12;22
01H7HTTC81P0568SAXV2Y1AZ9H;10;55
01H7HTTC81P01TFQZ77397XVM1;7;71
01H7HTTC81X7NP44CENFPBT8QT;7;38
01H7HTTC82MAE0GH7MDDJJ6SQ4;55;68
01H7HTTC8257CC5YWSZN8F0V82;20;82
01H7HTTC82MA15KTZ4AFXHEGCZ;95;96
01H7HTTC822MJM2Q4EA4JA4117;15;57
01H7HTTC83C231XR0XVHS1DG0Z;35;94
01H7HTTC83SRJ0M36JZTPDM9D7;36;12
01H7HTTC83EE69YZY6GNER3TN7;7;93
01H7HTTC83M55KH02FC5YA7YYB;44;87
01H7HTTC841GTGFXKAK88T9XFQ;12;7
01H7HTTC84W0876NNNZYRK5D6D;61;81
01H7HTTC845NW7CBK0XCVC25D8;72;17
01H7HTTC84SQ9TKZ6BWXDZ3G2A;24;83
01H7HTTC853JQ2JW53QKNHDWQH;88;74
01H7HTTC851YN8T7KZFJMW77QP;4;70
01H7HTTC85S5K1HAVJFMAZZNGW;5;2
01H7HTTC85MV9QW4W3ZX2DJBJJ;44;16
01H7HTTC86ZGK8W3NE7CYEF7JQ;43;17
01H7HTTC864TTTCRN0WHVB236N;81;69
01H7HTTC866W5CTB9CA1XJE474;30;57
01H7HTTC86JYNSF9CQPDD1B0JJ;40;91
01H7HTTC87KN2YBH82PHR47WJC;8;19
01H7HTTC87VNASQAC3ZAK83HQY;79;60
01H7HTTC870QHNG79KZBFEGQ3E;15;67
01H7HTTC87XHPD7DTEGWCJG3Z2;44;62
01H7HTTC88AMRYPTS147R29G4M;69;86
01H7HTTC88CGGG4JQDJAEXA3MA;32;31
01H7HTTC88Q6ZNPFKX1YMF1DEJ;8;80
01H7HTTC88E43RN06V0G0C64WW;6;82
01H7HTTC89BR3QGTPK1Q53FD4M;49;22
01H7HTTC89G6T8CTGC4HHS0PBA;82;40
01H7HTTC89CE4F3J8KE8ZRRGGJ;8;5
01H7HTTC8907S1YQ30P38XYJNA;72;32
01H7HTTC8AQ9R9BACH59BACWVX;67;96
01H7HTTC8AVT7DN98CX3TWNZGP;26;38
01H7HTTC8A0AE9Z5WDDB0AX4V2;80;11
01H7HTTC8B6MWGP02J6P7K1AC8;12;17
01H7HTTC8BY5S7CHS9ESNXA3BM;92;91
01H7HTTC8BP8YB2MVES4QRB0BD;63;78
01H7HTTC8CJGDJKJPRK7Y48XC4;57;39
01H7HTTC8CT8RQ23FZ1G4RDFR0;28;76
01H7HTTC8CGQ2BERGMJ974EY8J;3;59
01H7HTTC8C1KGGNDQ8N4CNBXC1;50;96
01H7HTTC8D38XXM6826SAD1EEA;69;64
01H7HTTC8DW3ZDNJWVP7JGZ1T1;80;56
01H7HTTC8VVWNE8Y3ZXRNMDR6F;20;49
01H7HTTC8W4E1KD9Z3E4HRY9M4;73;8
01H7HTTC8X9MVR0QJ7EB0WKXG9;6;25
01H7HTTC8Y93AV1EG2PD56GQ0Y;28;86
01H7HTTC8YQJKV8N882SSG8VDT;94;4
01H7HTTC8ZA8QZASEQ3FT06AH3;37;44
01H7HTTC8ZRHW1CZC7CBAV93AE;48;87
01H7HTTC90JRXDNBQ9DPBBPS3X;4;7
01H7HTTC90V37TX8Z4884Q9TR8;72;67
01H7HTTC91S8Z2329TRWYNFX4J;79;56
01H7HTTC92RQFTJJ2KG4A14GV0;20;37
01H7HTTC92XE84FZ12E32RQG5S;7;83
01H7HTTC93KNN7A3AG39V693BV;9;23
01H7HTTC9EVRBQY0WWXD7NFYHY;54;38
01H7HTTC9F6B5YKGMW9XCJV0HA;76;100
01H7HTTC9F996TBAGCN4FGG1YF;39;21
01H7HTTC9GF8HE1MD25B9Y2YXD;73;58
01H7HTTC9HBBHBVJA4BNGABED2;7;85
01H7HTTC9HAPPXV91G5N1JBZ2X;32;71
01H7HTTC9JBEJMY2X5WA4PP040;85;18
01H7HTTC9KN0WTEFYYTS67XCFR;38;3
01H7HTTC9KD6XRN3F2XWKBWHSB;18;70
01H7HTTC9KD5RDWSF8CXWR9JSP;18;64
01H7HTTC9MKKX00HSFMZXBWKVS;86;45
01H7HTTC9MWS5KE1132BR04SYS;13;13
01H7HTTC9NRDGYMD6QG2KY6PJ0;85;80
01H7HTTC9P3JNEZJYPDJHP27WC;6;73
01H7HTTC9QPHSJM6G6CCP5HP6T;72;46
01H7HTTC9Q1PX3PHHZYRDRZ8MB;2;66
01H7HTTC9RNK2J2BNVB83RK2ZT;12;21
01H7HTTC9SGGKDGABZYQ048JFK;63;60
01H7HTTC9S14YN6Y21EYD0ASDK;96;51
01H7HTTC9TMST77D2KDXZ7W2ET;85;27
01H7HTTC9T25N13EYJYGEGKRQ6;77;8
01H7HTTC9VDYD191BGPY8ABKQH;86;75
01H7HTTC9WHSY16V4SMQ612BK7;57;89
01H7HTTC9W8FP9P12GMQ4EZPMA;71;7
01H7HTTC9X1B8CV4YPYC5DX824;38;28
01H7HTTC9YCZM927NTKQB4WG44;50;59
01H7HTTC9YEZJGXGEZ2EXV018R;99;13
01H7HTTC9ZBXQ24A1XCT0AQGVR;41;11
01H7HTTC9Z37FTKFFE16V71EAV;61;10
01H7HTTCA0PD8K6W3PQN7W1S0K;3;49
01H7HTTCA1B73XREN3GF37GCET;59;2
01H7HTTCA13EZ227Y7967PHTDF;74;21
01H7HTTCA34QEE0S8EK4RV4EG9;97;31
01H7HTTCA3ZGC96W9CG0SSEZY2;64;47
01H7HTTCA4HRR8C1WZ7MZJ0307;51;80
01H7HTTCA4VD0Q9STFF7MH5P4T;94;1
01H7HTTCA494JVJ91496D99NV4;69;39
01H7HTTCA5H2EY7K6PKDGJKWZB;24;64
01H7HTTCA5FBS54ND7PD64DKHP;58;2
01H7HTTCA6DTSVQDGZJXESVK46;76;5
01H7HTTCA6WC8KATA9VX54GJ77;62;61
01H7HTTCA6451MGCC8RYXFFTCF;57;16
01H7HTTCA7WKA7F85RYAYB9ZJ8;62;27
01H7HTTCA72R3PJ3ZZZ4R5D4WQ;7;85
01H7HTTCA8GWJZRFK1HM4Y5JY1;63;71
01H7HTTCA8NDGK3318FB0FZTPH;25;22
01H7HTTCA8VRAJ77EXKTMTWZSW;93;38
01H7HTTCA9SFY86K13CYD3M4W0;39;62
01H7HTTCA9AMJMXR0MDXWKV1FJ;67;2
01H7HTTCAAXZ3VP179VR15HQ0P;90;37
01H7HTTCAAT5QWYH7XYRY6BQW2;70;79
01H7HTTCAB6TA8TC4F1Q874FTR;37;39
01H7HTTCABSZ200J9P8ZQQ26JB;82;39
01H7HTTCABX1NK6SBV7663FK47;81;99
01H7HTTCAB1W94HGYRCHHAAK3E;45;62
01H7HTTCACDDB5ADE313W3B89P;5;51
01H7HTTCACW9J6KMA2J8RA4TRW;96;61
01H7HTTCADK9ZQ4BMF3P5F247B;5;18
01H7HTTCAD2P524VEGV9P66T06;64;82
01H7HTTCAEV95SNPH4RJTP3HST;56;79
01H7HTTCAEPGJPT0F2J5TV71SA;7;64
01H7HTTCAF00JZ8GV150DKVB4M;84;31
01H7HTTCAF8QKVJJKJX2CJQDQ1;87;57
01H7HTTCAGFDKT2NKG09K4E3Q5;13;16
01H7HTTCAGE40FF57W6M8VJ7K6;47;9
01H7HTTCAHMFR3J8TGN2XJR3WQ;10;53
01H7HTTCAH2AJMPT3QR4NSJ7Z5;63;41
01H7HTTCAJ6M3BG8ZQHDEJQFED;85;95
01H7HTTCAKPFS9C3G9ZRE7R4AS;94;50
01H7HTTCAK6T68ENQ1SMSXKNB3;96;96
01H7HTTCAKSHR6T4C27W0C79R4;26;88
01H7HTTCAMYZC8XT4BAN4C3757;27;95
01H7HTTCAMM3RGJDGZZG7J3PZY;64;33
01H7HTTCAN33D1Y6DE3QEY24Y2;65;47
01H7HTTCANY69ABTB6HGYHYTFE;73;85
01H7HTTCAPCBAJP291989FS6AW;52;22
01H7HTTCAP0M43GN38Q2R5FEB7;79;17
01H7HTTCAQSCXPYEZGHR8PQ9ZT;90;34
01H7HTTCAQ231NY66PJRSMDE96;36;57
01H7HTTCAQWYNWSTQNYKSJG1AN;67;5
01H7HTTCARW1V430EAGQ4TKK1R;93;61
01H7HTTCAS0BDH60909EG07GPN;18;11
01H7HTTCASVAPQM8YCHXV9Z2JR;81;52
01H7HTTCATRXEM0FH0QAYBFFK7;4;4
01H7HTTCAT0N6TMQK11ZB32K79;97;13
01H7HTTCAVD03YY9JSSZ99H2X4;42;83
01H7HTTCAVGH5V2NA5G89SJFY3;31;64
01H7HTTCAW2KTYZECGEY5ZWS6Y;25;44
01H7HTTCAWPBXDGGW07EWHYHME;43;62
01H7HTTCAX900EBB1GN8B0KVW7;33;6
01H7HTTCAXM56SBK5YQK7PNTFX;72;32
01H7HTTCAY6F5NN7KNV0R6ZFHV;36;48
01H7HTTCAYP6GTS8FFFNZ8ZWN4;36;26
01H7HTTCAZT9DQZ474AS5W8S5E;42;26
01H7HTTCAZ08AJ9DG0XH03N4B4;76;48
01H7HTTCAZ8N13Z0F77ER88C3P;53;32
01H7HTTCB097F65DRY935WF7TY;7;81
01H7HTTCB03E2FQ8M9KEHY34FJ;66;59
01H7HTTCB0M92WMJCPNCHRDHSJ;1;43
01H7HTTCB1TJ52V9VH5RPN5C7P;34;17
01H7HTTCB2JPS6G1WRZBY95NXQ;23;68
01H7HTTCB2G0W64A3WM50KYX63;72;95
01H7HTTCB2MH5ZAR32H941YBWT;43;38
01H7HTTCB329H2BSS5PWGSNV8W;33;63
01H7HTTCB3MXTPANM68QGGPJ0S;82;93
01H7HTTCB3GNNRPDGPN81YGZYQ;81;23
01H7HTTCB47EZ1JM008T9QKK6M;77;80
01H7HTTCB4D71D8TE8WAKB27B0;60;57
01H7HTTCB55ZRVAX3TF0SQ7J1Q;48;44
01H7HTTCB5XKSZ0GA7HE52DNND;35;54
01H7HTTCB6ZPXZBSDRMHDT2ASB;34;35
01H7HTTCB6KMR9GC935FMTGPV2;52;76
01H7HTTCB65BHFGQMY2SW68A64;54;33
01H7HTTCB7SH9TT1M4NZAP098H;83;97
01H7HTTCB7SW92KGNZCM0T0TED;50;46
01H7HTTCB77M77R1VBGY51MQPV;25;93
01H7HTTCB8MMHP5BW799PAY439;45;93
01H7HTTCB8RG6B74ZYFG13FZTV;30;57
01H7HTTCB87NKDZCSZB6W4SQBT;84;84
01H7HTTCB9KAQ0WGQWMCJZ9M3H;44;84
01H7HTTCB947NPYRJG1BKQBE83;100;82
01H7HTTCB9CNAPPFF23T514DVJ;11;92
01H7HTTCBAEC5GK0A9CMY1A0RV;87;20
01H7HTTCBAGTVQ1Z2KPN3F5TRQ;49;10
01H7HTTCBB0Q9MNV154ENFK01H;30;45
01H7HTTCBBV8EQYSKP2E44QEDV;30;78
01H7HTTCBCEW186E5M708XKAJ3;56;45
01H7HTTCBDG9N2NV0PJESXK6BH;60;19
01H7HTTCBDTW7ZY0FCW9KCJ2JY;99;75
01H7HTTCBEBCR52CS3A0NGNM4A;28;1
01H7HTTCBEMQEZKDCXDYJDVHJV;44;3
01H7HTTCBFW1VXJD287FHQYD86;95;20
01H7HTTCBGZ0NA82Y07TYZFK7Q;13;72
01H7HTTCBGQCSZVSFMQDQ2CCBM;59;15
01H7HTTCBH5WNKX7GXQP2X8RV5;12;97
01H7HTTCBHNJCPMMS1PTQP4R58;3;20
01H7HTTCBJ2CR30A02CM40Y7A5;36;87
01H7HTTCBJFH7GSXC1237TDPDG;31;89
01H7HTTCBKM0PW8G5YJ05CNWER;88;92
01H7HTTCBKJ8GXJH19910XAJQH;97;87
01H7HTTCBKB3YC76WK0V9V7QQG;8;83
01H7HTTCBM7JEBSYPVK5V3TJ1T;52;35
01H7HTTCBMDJTM138PPKWPS5DC;75;30
01H7HTTCBMPTFGQ3N4TNH2YJYD;67;17
01H7HTTCBNTPQG14CCPPEDD1AT;60;58
01H7HTTCBNNDDX38K68E4MCWZD;34;21
01H7HTTCBN0XQ3WBXDP199JB83;83;63
01H7HTTCBPZQV5CYD8T63MYRFT;17;23
01H7HTTCBP8CT0873JX9SJP7GK;8;67
01H7HTTCBQ8TX86EDXZ8A3HTCE;9;56
01H7HTTCBQ1KKMR1PY65XCQ5YV;79;35
01H7HTTCBQX3BAHECZRYFVX8KP;58;1
01H7HTTCBRE59G4FKEEPW1YKWT;22;96
01H7HTTCBRC5VGBKBT1GP4MVZV;9;95
01H7HTTCBRV0JS58K6SF6KGJMF;2;78
01H7HTTCBSQ50M69EXG6VYYBSR;50;59
01H7HTTCBT8GZ5B2779P0WFM4D;50;29
01H7HTTCBTWSH2XWY4RDW70B33;23;72
01H7HTTCBT4R30XZAPH5583XW8;76;25
01H7HTTCBVGPC8YH6EYCVT50XM;30;17
01H7HTTCBVQQAEBEF9NPPQARB8;56;49
01H7HTTCBV3A9VKYM704KBF39X;27;58
01H7HTTCBW51WH5C46FJRQFCGE;91;4
01H7HTTCBW8QMZ5MBB15JMSR2H;45;2
01H7HTTCBW4KFBX7RSYN5CXC3Q;61;34
01H7HTTCBXFPCC0Y96F28EV0C0;61;52
01H7HTTCBXAXSYW7B8RCKEYRCK;96;57
01H7HTTCBXFYNP4XEWKZSSWCGN;98;30
01H7HTTCBYN24E742ME7D62A9J;40;1
01H7HTTCBYN7TF0TQNYE4BPC36;83;79
01H7HTTCBYJ13TM3SG308C0CKM;13;61
01H7HTTCBZN52V2R8ZNT0BEP9X;8;25
01H7HTTCBZZ6E38QJD7E6J2Z81;57;22
01H7HTTCBZCBCWWX3VCBKM1NFQ;97;98
01H7HTTCC00R08N8H8KGARCN4A;68;19
01H7HTTCC0SF6G1NGTFS0VAGG1;77;77
01H7HTTCC082TE9381Q6DYET7G;37;14
01H7HTTCC0WRGV0BKKMPZJ9AJW;67;43
01H7HTTCC153XV5X1JQEEWZE37;3;90
01H7HTTCC1CX0KY5BKRAGT6HT8;9;92
01H7HTTCC1CZ1KRGER5S70707K;86;52
01H7HTTCC2VHAQXMGDHMAD2J7M;76;58
01H7HTTCC2P8VNT3SYRZFM5HTW;36;40
01H7HTTCC2GYQBQ4Z51BAV3FP5;91;19
01H7HTTCC3ZAY9R4E01Y8S03M1;99;22
01H7HTTCC3TVBZBA9JSGZFQM15;93;4
01H7HTTCC3Q0ZTNRM38SKJ3B27;14;2
01H7HTTCC4WBWERAG1Y4T034KD;75;39
01H7HTTCC40X5ESD10SXNG9Z55;90;63
01H7HTTCC42ZJXZHARY55Q3QC1;19;65
01H7HTTCC45D77QFDTEHMEZ5GV;6;46
01H7HTTCC5TH4CTZ60TPBYMFVF;22;26
01H7HTTCC5WSR99C38100S7REW;7;58
01H7HTTCC6FRS6GB1NTXXEARWY;72;92
01H7HTTCC6Q5FKX0Y10ZDSNP6M;98;33
01H7HTTCC6QVTQ7DY41D8Y4G2K;22;14
01H7HTTCC7DPFYZEFR8YDVSKAV;55;73
01H7HTTCC7X1FEGSKTPTWHMYF7;55;5
01H7HTTCC7TGFT0B583Z0JC328;60;42
01H7HTTCC8JMD43VVXDBVD144W;44;94
01H7HTTCC8N8EQTDJM1H89625T;50;89
01H7HTTCC8A20S52N9GF8K8WAR;66;19
01H7HTTCC93CB20ZB2HDY4ERAT;65;61
01H7HTTCC9JZHAMNEJAWGJ190E;86;19
01H7HTTCC9JBXD2BZCNSKMQ7CH;44;82
01H7HTTCCAD0ZQRGP0CXRCXJRC;17;5
01H7HTTCCAPVEZ8ZW1HEAPEDKM;12;80
01H7HTTCCAVQ8GH61YP1QREKV9;6;47
01H7HTTCCB843W2X3P3W5ES6XB;31;89
01H7HTTCCBFVS04DCGGV0GWSZM;99;96
01H7HTTCCBHERK2TDEP20F3440;1;79
01H7HTTCCCF6HMDCDB3KREC962;52;19
01H7HTTCCC49HTY4RJ20KTB0AX;26;68
01H7HTTCCCQC2VJGD8PD0PYVN3;65;34
01H7HTTCCD899C2X49K44KFHQ6;94;14
01H7HTTCCDPPGTPJW9ERAV3WD1;92;47
01H7HTTCCDFMJQBW37QHGWJ00V;16;56
01H7HTTCCDB2643E5422DGBVEE;10;29
01H7HTTCCETZ3E6HZW9DCBE4EA;90;23
01H7HTTCCE6P3CW6VE2XERJFS0;9;7
01H7HTTCCF82HE9VQKQEC5VMQX;77;66
01H7HTTCCFZB9YJFDGKJ9X0WRW;45;3
01H7HTTCCFBZ89JZNCHQJ7N2V5;3;48
01H7HTTCCFH4MWGGF1WWGKBQB0;31;81
01H7HTTCCGV9E0MWAEWHWCFF1N;46;36
01H7HTTCCGJBQBA27E196GWVCX;88;50
01H7HTTCCGME1KH820B1KTP5X7;18;20
01H7HTTCCHBATWT7D86VJ9JWNA;20;31
01H7HTTCCHS167EP9FHX8HPPG4;17;6
01H7HTTCCJTJQ464JE701PGDC6;57;17
